,POM121B,MTCO2P11,MTCO1P11,SMG1P6,AC008443.5,RPS10P16,MTCO3P11,VN1R83P,CICP5,AC005682.1,AL022345.3,SEC22B2P,ASLP1,AC094019.2,AL117340.1,OR7E7P,FRG1KP,GUSBP15,PDIA3P2,AC008267.3,AL109840.1,UNC93B8,MTCO1P12,ARHGEF34P,FO538757.1,ENPP7P5,BLZF2P,MTND5P14,AC145285.4,DDX12P,AL353807.3,AL031432.2,AC093162.1,PKD1P1,TMSB4XP2,MTATP6P11,TREML5P,AC099654.2,AL157893.1,AL353743.4,PSPC1P1,AP005018.2,IDSP1,KRT128P,AGAP10P,MSTO2P,AC107982.1,OR8R1P,TNRC18P3,TAS2R15P,AL355864.2,CDCA4P4,MTND4P14,AC090114.3,NAIPP2,PKD1P2,MTND1P23,SEPTIN14P8,AL450326.2,AC103810.3,AL589644.1,WASH4P,SPDYE18,MTND4P23,CR545473.1,PSPHP1,GTF2IP23,MTCO3P12,CYP4F60P,ABHD17AP6,AP001282.2,AGAP7P,GUSBP17,NBPF2P,AC090971.3,AL645929.1,MTND6P5,HNRNPLP2,DPY19L1P1,ANTXRLP1,AC004980.3,AC004381.3,AC112907.2,MTCO2P12,SUMO2P19,AC134349.2,HSD17B1P1,NPIPB10P,AC233699.1,FRG1BP,AL356274.1,ZNF285B,OR52M2P,AC027139.1,GNRHR2P1,TEX28P2,HERC2P10,DDX11L8,H1-12P,AC010615.1,AL513485.1,MTND3P23,AC091849.1,MTND2P28,BX005040.4,AC008752.3,MTND4LP7,AC243725.1,FCGR1CP,MAGOH3P,AC245517.5,MTND1P11,ABHD17AP1,RDM1P2,LAMB2P1,CDRT15P12,AC018804.1,NCF1C,AC055876.2,MTND4P15,AC007663.1,NSFP1,OR7E36P,GOLGA8VP,AC000041.1,AC087359.1,AC133552.4,AC011330.1,AC025287.5,TCP1P1,AC010087.1,OXCT2P1,AL445187.1,AC107075.1,TCAF1P1,FRG1JP,MTCO1P2,Diagnosis
RNA29_FPKM,0.773124875,0.0,0.0,0.527454807,10.47079919,0.0,0.665565281,0.826882067,0.0,0.25082653,0.0,6.42182227,1.732947503,0.0,0.058826942,1.018078118,0.863255179,1.056351732,1.397326025,0.103360258,0.411131307,0.0,95.24802642,0.0,0.258219312,0.071379732,0.0,0.0,0.203857352,2.122674164,0.440673677,10.42176845,6.690339796,1.535690294,0.0,0.0,0.0,0.148671725,0.0,0.808708835,0.0,14.86213079,4.110219637,0.0,9.64821195,2.282318123,0.0,0.0,0.437562268,0.079302267,0.682201659,0.108224271,0.0,1.597907203,0.0,1.059601788,9.69384854,0.413441034,0.375089215,19.93212568,1.794939121,4.725167128,1.612101479,0.0,0.0,1.973745317,2.515983042,21.66125958,0.0,23.47400053,1.905307546,6.460018946,0.0,0.556675522,0.565552384,0.0,0.0,10.31257687,0.085110837,0.0,0.201623299,0.221497378,0.0,1.942324152,5.737988317,0.24261265,0.924722563,0.706575001,1.134131054,3.965008706,1.256457385,0.0,0.0,0.0,3.032462861,0.0,0.092259721,0.603217246,0.384629812,0.625786598,0.0,0.0,0.608202512,244.0453341,0.0,1.653764134,0.250314639,1.856691614,9.860430334,0.0,0.0,0.504058246,61.92010501,0.0,0.409074508,0.0,0.119081722,460.4411422,0.0,0.997381467,0.296743968,1.300804939,0.077140989,0.245581215,1.261585782,0.084589085,1.30637581,1.069219984,0.0,0.228548149,0.0,0.0,0.0,21.32826683,0.197740718,0.86951401,0.0,0
RNA295_FPKM,1.29851027,0.0,0.04383668,0.365628445,2.721621517,0.405012552,0.432545225,0.300907368,0.090693556,0.273831858,0.0,7.595264763,0.315362992,0.283694446,0.107037393,0.529263947,0.392679703,1.281375872,2.118924078,0.37613421,0.374203615,0.759737751,127.0535099,0.118185153,0.352431975,0.064968426,0.059276502,0.369924059,0.185546945,3.453381399,0.133648704,9.189807876,9.035091625,5.086792667,0.318964033,0.599569158,2.092352644,0.0,0.414562782,0.432785322,0.201359066,13.11400553,5.342068603,0.055772229,6.867163745,5.014750453,0.0,0.175266726,1.393344165,0.144292865,0.387937433,0.590751965,0.098894962,0.726896938,0.056683472,0.39099808,7.559412855,0.376305882,0.136497226,74.62696137,0.0,8.275295957,2.35934436,0.098241951,0.0,6.669771025,0.0,3.549719311,0.1220081,9.042733375,1.950153921,11.16994557,0.0,0.303912596,0.257259901,0.0,0.261530818,11.00275212,0.129063224,0.183045382,0.0,0.201510577,0.405769026,0.981699257,3.177584969,0.0,2.804395606,1.137359769,0.458574584,1.231783923,0.489966404,0.113687734,0.069846139,0.0,2.334394105,0.219334609,0.167869342,0.18301215,0.583257847,0.341608595,0.0,0.771779704,0.0,342.5980198,0.352842631,0.094076471,0.0,4.299802789,16.33765173,0.0,0.826566535,0.229322175,42.69887976,0.284901657,0.78155655,0.210872092,1.408422522,821.1928975,0.122678474,0.712973224,0.215973836,1.502042162,0.0,0.074473737,3.443414637,0.0,0.594247538,1.407391598,0.0,0.0,0.0,0.0,0.0,16.41881968,0.119931732,0.287655808,0.285755655,0
RNA3_FPKM,0.992200848,0.0,0.185408162,0.934849652,4.223419983,0.380930623,0.976301866,1.273519225,0.25585375,0.386309513,0.0,8.406687806,1.037969937,0.0,0.0,1.026641616,0.554080906,1.807793407,2.988894055,0.530582115,0.0,0.268002254,94.02213705,0.22925007,0.165738236,0.091630257,0.167204946,0.670891655,0.261691952,3.525488007,0.452467908,7.819453612,13.55040443,5.954338559,0.449860926,0.845844858,0.0,0.381645275,0.87710115,0.366332292,0.0,9.537038036,3.5166622,0.078660112,7.031081687,4.310825047,0.072669842,0.247305745,0.877453104,0.712485829,0.547213512,0.555550685,0.488321159,0.797571592,0.079938959,0.627644774,10.9176733,0.530734801,0.288846104,81.66088818,0.0,5.761042067,1.259299988,0.0,0.0,3.256780562,0.538295126,6.043556739,0.0,16.91784833,2.445493994,9.710751053,0.669748632,0.0,0.272145698,0.0,0.0,8.181726277,0.14563395,0.206547002,0.0,0.071084119,0.0,2.21584542,3.201662784,0.0,1.582415263,1.255648571,0.323437043,4.468052062,0.0,0.267258212,0.0,0.0,3.442778805,0.0,0.039477975,0.0,0.0,0.856693071,0.0,0.272250128,0.0,508.7125393,0.12446745,1.193847931,0.321329233,3.466070129,13.32538037,0.0,0.0,0.107843373,72.07808759,0.201001691,0.787512942,0.148772905,0.91701627,393.4891891,0.0,0.09145285,0.304656827,1.669406593,0.0,0.052542155,2.698544346,0.0,0.558837968,1.372225328,0.0,0.175965013,0.0,0.184562652,0.72669842,21.35672979,0.338404677,0.0,0.0,0
RNA302_FPKM,0.90931144,0.220624834,0.0,0.844918736,2.744474564,0.151292732,0.387661207,0.0,0.135462652,0.102266453,0.0,6.677052153,0.588839826,0.0,0.179908938,0.148245936,0.43995568,0.17952439,2.373993474,0.210709111,0.419224553,0.851286597,84.69339732,0.049661536,0.658054331,0.0,0.132765387,0.177637002,0.0,1.756460764,0.53905748,5.066638362,6.926395732,2.932382446,0.357339023,0.223917742,0.781479451,0.227339477,0.464473334,0.0,0.225601334,8.578764862,3.990329456,0.062482261,6.763431656,3.379982107,0.057723996,0.0,1.170848249,0.080863357,0.17384112,0.330979532,0.0,0.723953017,0.084664157,0.135958416,4.638252574,0.421579747,0.305890444,87.52110627,0.0,4.997208334,1.857615276,0.0,0.0,0.862322153,0.0,2.742895568,0.136687058,13.29345388,2.670625025,11.96945696,0.354668764,0.0,0.288232252,0.0,0.0,8.744166217,0.289198897,0.082025635,0.205592315,0.169349949,0.0,1.759991351,2.542989619,0.0,1.885249895,1.108097397,0.321139528,0.788642642,0.548941663,0.042468135,0.078249421,0.0,2.139998397,0.184329305,0.0,0.0,1.437670963,0.255176964,0.088806148,0.216257046,0.0,187.9050424,0.098830624,0.210709111,0.765530891,3.957408159,15.37642038,1.17475583,0.463217253,0.0,48.32370307,0.0,0.833998819,0.472519329,0.971127914,1094.152793,0.0,0.145232224,0.423480529,1.019961846,0.0,0.08343987,0.428806828,0.0,0.0,0.579738746,0.0,0.232975757,0.0,0.097736083,0.28861998,13.37911418,0.167976251,0.0,0.426813334,0
RNA303_FPKM,0.304023247,0.0,0.0,0.950232288,1.835372003,0.0,0.0,0.0,0.0,0.46163499,0.0,2.626496597,1.653816385,0.0,0.18042927,0.0,0.0,0.0,2.381408273,0.422785817,1.681695539,1.280855356,358.340576,0.0,2.376205368,0.218930181,0.0,0.059383588,0.416836596,2.119300895,0.270346718,2.131246256,2.672127242,2.985573227,1.791726225,0.0,0.0,0.075998996,0.232938098,0.437762463,0.0,14.64670375,7.804943125,0.062646966,6.75299985,2.773901222,0.115752316,0.0,1.006667261,0.081076515,0.087183089,1.549236819,0.111135902,0.272276257,0.0,0.128795616,10.31629473,0.0,0.038348117,79.16684164,0.0,7.126175643,0.358345245,0.0,0.0,4.612869917,0.0,4.814689422,0.137047369,32.07395001,2.922339889,10.69230135,0.0,0.227652059,0.0,0.0,0.0,10.83182941,0.174056096,0.08227338,0.0,0.056613247,0.0,3.640992819,1.020418649,0.0,1.733466556,1.945077632,0.128833914,3.065281329,0.0,0.085160165,0.0,0.0,1.311721935,0.369780109,0.0,0.205571054,0.524431187,0.0,0.0,0.0,0.621809964,446.1520626,0.148693687,0.317018282,0.0,3.969494419,13.0197809,0.0,0.928876613,0.343634134,60.32717493,0.0,0.92021154,0.236973246,2.800484736,1083.629034,0.0,0.364242505,0.121353235,0.460379694,0.078866882,0.167421302,0.85987435,0.0,0.0,0.418682244,0.0,0.0,0.0,0.294137793,0.0,27.5589103,0.033694136,0.323333514,0.0,1
RNA31_FPKM,0.806420506,0.366907052,0.0,0.596038893,2.366274179,2.179631127,0.0,0.74743068,0.150161017,0.113362867,0.729400554,6.095615902,1.175024154,0.0,0.0,0.986070721,0.975386078,0.795709696,1.052552699,0.817561023,0.464767983,0.471782486,51.95586666,0.0,0.583520443,0.0,0.147171085,0.393838667,0.460674034,1.495616432,0.66395229,6.160111099,10.27709179,3.030730465,0.396159376,0.372383277,0.721875211,0.29399164,0.772435899,0.376278893,0.0,13.86028887,5.308220083,0.0,8.18549238,3.795542559,0.063994976,0.326566486,1.267036211,0.0,0.867312151,0.122343337,0.0,0.70217545,0.0,0.200955573,6.706678338,0.0,0.254329047,61.50498734,2.02842923,3.871092894,1.267232223,0.0,0.0,3.823385325,0.0,2.128501842,0.0,9.718158125,1.345631462,20.81059269,0.0,0.0,0.399423748,0.0,0.0,5.667689876,0.320586061,0.0,0.0,0.0,0.0,0.975508676,6.76573136,0.0,1.306178393,0.798446853,0.64083081,0.0,0.0,0.047081759,0.0,0.0,3.42661502,0.0,0.0,0.0,1.014117505,0.707143064,0.0,0.719010938,0.68754933,300.0671129,0.16435889,0.700833695,2.828572257,3.624061077,4.132278988,0.744086472,0.0,0.094969713,35.38604698,0.0,0.647187609,0.523790004,2.960497451,946.4231267,0.0,0.321981271,0.335322679,1.01760514,0.0,0.138763512,1.900609444,0.047812338,0.0,0.8226237,1.094650907,0.103293992,0.0,0.108340929,0.639628178,8.475119962,0.111731659,0.0,0.0,1
RNA314_FPKM,0.726050595,0.41724651,0.18568562,0.548722287,0.0,0.381286625,0.0,0.0,0.170806812,0.451305191,0.0,5.44677818,1.336236862,0.0,0.226800661,0.280363268,0.0,2.036322682,2.394538531,0.796987716,0.528544474,0.268252718,177.8737685,0.18781617,4.4799099,0.091764754,0.0,0.447873129,0.0,2.342746016,0.377561813,7.21159491,4.83626637,4.850406201,0.0,0.28226592,0.164252536,0.0,1.756827412,0.0,0.0,16.91320404,5.533784176,0.0,4.732719,4.537890808,0.072776508,0.0,1.054357588,0.815273082,0.109628576,0.13913156,0.0,0.570380933,0.0,1.437876642,8.89817759,0.0,0.241001933,59.1099223,0.769182609,8.956650815,1.351083938,0.0,0.0,0.0,0.0,5.532713778,0.0,25.99927465,2.754637156,6.834030985,0.0,0.715349158,0.272552956,2.328021555,0.0,11.98766423,0.072906001,0.361981801,0.0,0.0,0.286695336,2.773436845,0.641078529,0.103966441,2.079678942,1.676381844,0.242917489,2.237011514,0.0,0.267598072,0.0,0.0,2.248237932,0.464746318,0.0,0.258495795,0.494299002,0.214476807,0.0,0.272649743,0.781896371,580.8625943,0.186908845,0.796987716,0.0,2.386011576,2.433599653,0.0,0.0,0.0,70.34907964,0.0,0.893694442,0.595806438,3.060653606,593.9656842,0.0,0.0,0.457625205,1.993124222,0.099171343,0.210421072,1.080675235,0.0,0.139954824,1.169418427,0.0,0.17622834,0.0,0.123204017,0.0,16.86692819,0.211753602,0.304755776,0.134579603,1
RNA319_FPKM,0.341303382,0.225821597,0.0,1.25800147,1.560866927,0.0,0.0,0.172537849,0.03466336,0.418753437,0.0,6.566707939,0.361598161,0.162668099,0.12274875,0.531158053,0.0,1.285961603,4.373991365,0.323508467,0.428934876,0.544642928,156.9164044,0.101666506,2.15547822,0.0,0.0,0.181797971,0.21268516,3.595913424,0.367866353,2.676737659,3.708636941,3.71259828,0.0,0.114596034,0.933215191,0.0,0.0,0.397098444,0.230915317,14.76030823,3.063412879,0.255781783,4.731961428,3.504802423,0.059061033,0.0,1.141446679,0.165472722,0.533896416,0.338732395,0.0,0.926352869,0.0,2.017969239,13.00501102,0.0,0.273971432,90.38924053,1.2484446,7.210723124,0.438812007,0.0,0.277181743,8.532211274,0.0,6.598107794,0.559551769,27.14163248,2.982217521,6.033058821,0.363022898,0.464741182,0.221266118,0.0,0.0,8.950804547,0.177622439,0.0,0.0,0.231146668,0.0,1.688919711,0.780806877,0.084372904,1.849376477,1.587982127,0.131471478,4.03631145,0.0,0.0,0.08006188,0.0,1.582067444,0.0,0.0,0.209779625,0.267523843,0.0,0.0,0.221266118,0.634540024,564.9727421,0.202367537,1.078576585,0.0,1.585070265,4.905904822,0.343531735,0.0,0.0,76.79099353,0.0,1.323258687,0.604682306,2.857855235,505.6258551,0.0,0.074326566,0.247737033,0.0,0.080481491,0.170853126,1.316217307,0.0,0.227157819,1.18688703,0.0,0.238492711,0.0,0.100038232,0.0,24.45567686,0.171953992,0.329961247,0.0,0
RNA32_FPKM,1.165164506,0.73122368,0.715898167,1.730910222,13.74396038,0.200460068,1.156259531,1.117375511,0.0,0.0,0.0,10.4127606,0.936672364,0.210652952,0.079478972,0.098249203,0.87473484,1.189550485,1.887877092,0.279292678,0.0,0.423098696,60.96683731,0.197472391,0.348870854,0.385842783,0.263968655,0.706349547,0.550848718,1.147273245,0.436683592,8.665957626,22.74165681,3.799395236,0.0,0.445200867,1.726342136,0.100432519,0.307827225,1.157065862,0.0,7.016612456,6.347449958,0.165575676,11.80306466,4.36402399,0.382486233,0.780968974,1.441191511,0.10714245,0.345636826,1.023659544,0.073432935,3.478627445,0.056110719,0.320394469,5.079056671,0.558585357,0.101353918,73.54587734,2.425077891,6.384710354,2.367685122,0.364807119,0.0,1.142852799,0.84981362,7.090029903,0.0,8.382055349,1.930939469,19.38680984,0.235054831,0.150420868,0.573160707,0.0,0.388391381,7.537321948,0.421701002,0.0,0.544812019,0.149628583,0.0,1.166446749,4.382199273,0.546408904,1.874325537,1.248561813,0.340585539,1.96005936,0.0,0.225129547,0.207358068,0.0,4.727750151,0.0,0.0,0.271661731,0.693038169,0.507338365,0.0,0.286536581,0.821720608,379.1930069,0.851613166,0.418939018,0.0,2.965020151,10.05888496,0.667303312,0.0,0.908124067,33.36036096,0.423098696,0.221125019,0.313159665,0.643695646,831.2825714,0.0,0.481347631,0.240552081,3.312453723,0.104222425,0.055299329,0.568161106,0.0,0.294166253,1.075870927,0.0,0.061756642,0.227005008,0.064774067,0.382416129,8.234068699,0.222674475,0.427286691,0.0,1
RNA328_FPKM,0.964475211,0.468076388,0.364498813,1.059091636,6.145343072,0.320782583,1.130808953,2.503334816,0.071832127,0.433884299,0.0,6.665403948,0.374784715,0.0,0.190837621,0.943478468,0.466592848,1.903569495,3.021519652,0.447039247,0.444436204,0.67716327,150.9883554,0.052678258,0.279137125,0.077162057,0.140803682,0.06278933,0.0,1.592983574,0.349399653,5.373922064,17.970585,4.525025469,0.0,0.356325169,2.762819615,0.321468821,0.739126512,0.205747863,0.0,16.4556423,16.50605582,0.0,13.49166446,3.864320077,0.061195447,0.104128378,1.626246989,0.0,0.55318668,1.638211754,0.11750972,2.015606971,0.044895079,1.778504468,828.8332808,0.0,0.081094883,62.99134194,0.646781143,6.385850118,1.3640003,0.0,0.0,0.0,0.0,5.527576624,0.0,18.21528028,1.80244073,24.31030207,0.0,0.722239191,0.84077438,2.693065014,0.155379064,8.311552779,0.521451902,0.086991887,0.217956385,0.239497324,0.0,1.166703884,7.012827807,0.349771367,1.416383492,1.175320604,0.885577304,2.404791511,0.194034343,0.135109147,0.165910491,0.0,2.143654888,0.390991077,0.0,0.434721752,0.415919623,0.225536295,0.0,0.91726785,0.0,616.118426,0.733849798,1.117545013,1.894401992,3.832427015,13.2731268,0.53408918,0.491074571,0.09081516,60.63543164,0.169264001,0.751887846,0.501247156,0.901220365,782.2977255,0.145703444,1.078396895,0.641687136,1.35229784,0.0,0.132779679,0.454594746,0.0,0.117683551,1.10681255,0.0,0.0,0.0,0.051826763,0.0,21.79255056,0.106913508,0.17090028,0.226327398,0
RNA331_FPKM,0.704889532,0.410542599,0.137014489,0.619253386,0.56726549,0.562840659,0.180293683,0.470467728,0.094518347,0.380547776,0.306187843,5.236911736,1.533720354,0.295651082,0.278901238,1.172270755,0.204723836,2.170260855,1.325051511,0.882126989,0.390004627,0.197939448,63.22694926,0.046195529,2.081294744,0.0,0.0,0.055099312,0.193381796,5.233277368,0.585032723,9.274290321,5.15458074,4.7685403,0.332432515,0.0,0.242269636,0.07047844,1.51246782,0.451073625,0.104978689,18.76212701,2.598350706,0.058127251,2.193389415,5.471712536,0.053700637,0.0,0.33711224,0.225601443,0.0,0.102662983,0.0,0.589296871,0.0,3.274237572,7.316079188,0.0,0.035581462,39.25387658,0.567567709,6.328771872,1.262747919,0.0,0.252024651,2.406415388,0.397570685,1.786069224,1.016873567,14.83927671,2.710137719,2.605929405,0.659973917,0.422343369,0.40222505,3.936597928,0.136349274,7.422991242,0.48425167,0.228931808,0.0,0.105001739,0.0,1.227906972,0.473041731,0.153348693,1.46146193,0.669991903,0.298720419,3.576322547,0.0,0.078974143,0.0,0.0,2.101244556,0.0,0.0,0.190739968,0.243113781,0.276942804,0.0,0.0,0.576948994,415.9681842,0.0,0.588084659,0.474650716,1.920716869,2.41489038,0.0,0.0,0.477986618,57.36860257,0.296909171,1.51283016,0.219759544,3.274709643,362.0300327,0.12785866,0.270250694,0.281375362,1.328320687,0.146276007,0.155266389,0.398919018,0.0,0.412971845,1.574731829,0.0,0.0,0.318601166,0.136389667,0.0,15.55700423,0.250006085,0.1498897,0.099304165,0
RNA334_FPKM,0.529810051,0.101454495,0.090345418,0.800864793,0.0,0.556644352,0.089133148,1.085690908,0.031146301,0.329333643,0.0,3.011088288,0.325018612,0.0,0.055147128,0.477403611,0.202313949,1.485910448,1.310359847,0.387774717,0.385413724,0.48948178,153.5065109,0.060921359,0.0,0.066914701,0.183218456,0.0,0.0,2.576061538,0.578573923,4.811516434,3.333144663,2.991845238,0.0,0.0,0.239666318,0.034842958,1.068373545,0.267662386,0.207590675,17.46369742,2.019038209,0.172387057,4.281332054,3.917212915,0.053068505,0.0,0.461646533,0.44620012,0.159962687,0.406022939,0.0,0.83253234,0.0,3.064412187,12.61577335,0.38757897,0.38693087,48.88612172,0.0,5.151220926,0.460126147,0.0,0.0,2.908652746,0.0,3.280461301,0.125663127,20.75745855,2.680314269,7.564233803,0.65270827,0.522064531,0.331493425,1.344902438,0.404368859,7.121323577,0.133031864,0.0,0.189011114,0.15578394,0.0,3.23824933,1.169778492,0.07581215,1.734413123,0.611681765,0.059065973,3.627605196,0.0,0.0,0.0,0.0,1.531212714,0.508690063,0.115376347,0.942854249,0.360691386,0.430361886,0.0,0.0,0.570157493,522.7711247,0.045447336,1.066233661,0.0,2.3744357,2.26581251,0.154337934,0.0,0.0,65.31676572,0.293718722,1.496174818,0.434796218,4.690380831,347.4463581,0.0,0.0,0.389622947,1.266758252,0.0,0.268705481,0.788844567,0.118986699,0.0,0.768031419,0.0,0.214338295,0.0,0.22481085,0.0,24.83681495,0.030895234,0.741320419,0.0,0
RNA335_FPKM,0.801107213,0.662718269,0.0,0.615187634,0.0,1.090164825,0.232868972,1.012693086,0.203453013,0.552917241,0.395470414,2.83116786,1.414908707,0.76373129,0.648384966,0.534310033,0.264420101,2.587410121,2.281526385,0.759440665,0.0,0.127896815,71.90194515,0.03977065,2.371669027,0.0,0.0,0.0,0.0,3.669865129,0.35979914,7.068667468,5.248816464,4.688385294,0.429367878,0.134577992,0.0,0.0,1.674061155,0.291304734,0.0,18.74873753,1.438089769,0.375227663,2.720928035,6.644712865,0.138646603,0.0,0.569339253,0.291387757,1.044376415,0.662718269,0.133117123,0.434838563,0.0,0.344820676,9.933244061,0.0,0.275597224,46.00134509,0.0,7.739551985,1.287477472,0.0,0.0,2.762307807,0.0,2.96573891,0.164239079,15.02094836,2.333211449,2.884730835,0.852201345,2.045160885,0.519425315,6.655422293,0.0,8.495894675,0.243210874,0.0,0.0,0.203467147,0.819417693,1.982186723,0.0,0.198066576,2.359317478,0.465944614,0.540144698,2.842287697,0.0,0.0,0.0,0.0,1.714005437,0.442851559,0.0,0.738819231,0.0,0.255469628,0.0,0.77927331,0.0,540.3224853,0.0,0.886080067,0.0,3.927583574,0.559795038,0.0,0.0,0.0,45.400936,0.383490605,1.05206616,0.85153032,2.187461724,299.113701,0.0,0.174482657,0.508781458,0.612710297,0.0,0.150393681,1.029946197,0.051820261,0.0,1.671560836,0.0,0.056004506,0.205861311,0.117420576,0.0,6.888474322,0.121096211,0.774395637,0.0,1
RNA336_FPKM,0.539198889,0.57719464,0.873375164,0.803763209,4.148410373,0.0,0.0,0.352737335,0.0,0.321047316,0.0,6.164927169,0.616157544,0.166279782,0.062737056,0.853230008,0.230158525,0.751216025,3.478054047,0.330792474,0.43845842,0.668051649,106.1758777,0.069286915,0.413200423,0.0,0.0,0.123889593,0.0,2.184251761,0.376057842,6.327857672,9.031968583,2.537832757,0.373733605,0.351528718,0.681410339,0.0,0.0,0.355224654,0.118021138,10.98232155,3.7579822,0.065348923,4.577537724,4.088076348,0.0,0.0,0.933479865,0.0,0.636770034,0.230835462,0.115929183,0.946905562,0.044291229,0.189687648,9.284997879,0.440921669,0.280087941,58.87505447,0.0,6.741190839,1.719517774,0.0,0.0,2.105488657,0.223601302,5.309847663,0.14295821,18.1963233,4.06483234,6.167318994,0.0,0.475050376,0.452426909,0.644119586,0.153289174,5.650000126,0.060511995,0.0,0.0,0.177219143,0.475660952,1.956770161,1.862822167,0.0,1.972751539,1.043575559,0.268842721,0.722118974,0.19142453,0.088833115,0.081839476,0.0,1.617288355,0.192894546,0.0,0.0,1.094105569,0.044492096,0.0,0.0,0.648628571,481.9024489,0.0,0.220460835,0.53390515,2.520626167,5.920598208,0.175579546,0.0,0.179187345,55.36222905,0.333974711,1.221782111,0.247193881,1.397198653,724.1578152,0.0,0.075976822,0.316526093,0.640397617,0.0,0.261944612,0.896960653,0.0,0.464509317,1.11622483,0.0,0.097495723,0.179187345,0.051129679,0.0,23.50004724,0.17576908,1.011841992,0.558310605,0
RNA35_FPKM,1.465785671,0.326648641,0.145367196,0.505367971,5.116288936,0.149274917,0.765275025,1.663828284,0.033426798,0.302823553,0.0,9.432164234,0.929863217,0.0,0.177554817,0.731624097,0.217127151,1.417040357,4.686098648,0.93590341,0.413633288,0.0,78.1149082,0.163372371,0.519581464,0.430884725,0.196567324,0.292187682,0.0,3.416673106,0.384209838,10.80711759,8.939082968,6.364631633,1.057719409,0.331523994,0.257084579,0.224364723,0.68768135,0.813579236,0.22267777,10.35786756,2.756611708,0.246595699,8.634522281,4.851987159,0.170862366,0.290734393,1.238074359,0.239354608,0.686353267,1.30647836,0.0,1.250284683,0.041783498,0.529253865,5.771751026,0.0,0.377371858,94.85927084,0.0,5.763659466,3.102493088,0.162964839,0.0,3.971210737,0.0,3.789855618,0.269728082,9.502734604,3.593936443,13.96711841,0.875181544,0.448050582,0.355621319,2.50581928,0.144610075,8.393931637,0.228343434,0.121444,0.0,0.111422662,0.673094169,0.542817879,4.266464672,0.0,2.945943027,1.367008824,0.443735026,3.891532599,0.0,0.041901731,0.0,0.0,2.346637328,0.303195572,0.0,0.202296062,0.644950859,0.713496076,0.0,0.213372791,1.223807581,266.6445335,0.243874699,0.623935606,0.0,4.245252173,4.532872839,0.165638386,0.0,0.422604787,59.19741035,0.315065356,1.234647994,0.11659899,1.916774627,565.1048354,0.0,0.071675081,0.298549833,1.560226431,0.0,0.123537862,2.115438818,0.04255193,0.219054315,1.785110324,0.0,0.367902403,0.169041915,0.385878091,0.0,13.20389499,0.43101014,0.238583325,0.421282268,0
RNA358_FPKM,0.801152489,0.145828867,0.454214897,0.845926796,4.836396199,0.399853346,0.384219436,2.00508444,0.402827348,0.202717003,0.869856402,10.20854913,2.178925712,0.420184872,0.0,0.391847305,0.872099247,3.08353372,3.137424701,0.556951507,0.553986759,0.140657631,54.10220623,0.393784245,1.56537294,0.0,0.438684162,0.469515969,0.274691495,4.810881526,0.3166483,12.3121491,9.435657161,8.275388231,0.0,0.148005418,1.032772105,0.100165283,1.534715488,0.384535703,0.0,10.13159271,2.636771823,0.165135104,7.011465782,6.033365488,0.0,0.0,0.736845935,0.320458883,0.689312552,1.020647592,0.219635039,2.511478939,0.0,1.297699432,4.797393004,0.557099044,0.10108423,35.11388683,0.806208372,4.296778127,1.510764703,0.290938718,0.0,2.279221197,0.565034928,1.631193008,0.180625919,7.692220612,2.246085315,9.13550584,2.109367791,0.8999648,0.28567324,0.0,0.580831725,8.083139204,0.458655923,0.216812178,0.0,0.522227511,0.300495848,1.01765449,3.360766798,0.0,3.114537866,1.02509282,0.594212639,1.954190944,0.241862512,0.168299855,0.0,0.104273007,5.813500758,0.73076378,0.082878086,0.541877758,0.69085274,0.674463416,0.0,0.571548298,0.81953413,472.0758925,0.326556721,0.696226268,0.337291258,1.591835693,6.861838932,0.0,0.612121172,0.565882537,34.21703222,0.0,0.771526225,0.156163197,1.764708471,486.3429359,0.18161837,0.191991539,0.239827293,1.482786996,0.0,0.165398133,1.133298626,0.0,0.733303406,1.869497962,0.0,0.061592317,0.0,0.452143558,0.0,4.736112446,0.221994224,0.0,0.141057795,0
