,hsa-miR-148b-5p,hsa-miR-17-5p,hsa-miR-516b-5p,hsa-miR-148a-3p,hsa-miR-3184-5p,hsa-miR-585-3p,hsa-miR-5680,hsa-let-7c-5p,hsa-miR-550a-3p,hsa-miR-486-3p,hsa-miR-6513-5p,hsa-miR-181d-3p,hsa-miR-6764-3p,hsa-miR-499a-3p,hsa-miR-3663-5p,hsa-miR-196a-5p,hsa-miR-193b-5p,hsa-miR-1269a,hsa-miR-455-3p,hsa-miR-6513-3p,hsa-miR-27b-3p,hsa-miR-487b-3p,hsa-miR-95-3p,hsa-miR-155-5p,hsa-miR-146b-5p,hsa-miR-2355-3p,hsa-miR-6861-3p,hsa-miR-378c,hsa-let-7f-5p,hsa-miR-3617-5p,hsa-let-7i-5p,hsa-miR-3943,hsa-miR-2110,hsa-miR-1976,hsa-miR-6879-3p,hsa-miR-767-5p,hsa-miR-6794-3p,hsa-miR-432-5p,hsa-miR-10b-5p,hsa-miR-6747-3p,hsa-miR-26a-5p,hsa-miR-6726-3p,hsa-miR-30c-2-3p,hsa-miR-324-5p,hsa-let-7a-5p,hsa-miR-676-3p,hsa-miR-10a-5p,hsa-miR-5010-3p,hsa-miR-7845-5p,hsa-miR-29a-3p,hsa-miR-329-3p,hsa-miR-4525,hsa-miR-504-5p,hsa-miR-1273h-3p,hsa-let-7g-5p,hsa-miR-195-5p,hsa-miR-548b-3p,hsa-miR-142-3p,hsa-miR-511-5p,hsa-miR-192-5p,hsa-miR-2114-3p,hsa-miR-493-3p,hsa-miR-487a-3p,hsa-miR-140-3p,hsa-miR-3614-3p,hsa-miR-6760-3p,hsa-miR-383-5p,hsa-miR-3605-3p,hsa-miR-585-5p,hsa-miR-543,hsa-miR-106b-3p,hsa-miR-30e-5p,hsa-miR-486-5p,hsa-miR-9-5p,hsa-miR-6846-3p,hsa-miR-212-3p,hsa-miR-31-3p,hsa-miR-671-5p,Diagnosis
0,0.2275971451229183,0.2247185199920429,0.75,0.2967166373376695,0.7185314487151877,0.2033898305084746,0.2352941176470588,0.6939802031999356,0.4741064916119621,1.0,0.375,0.3703703703703703,0.4411764705882353,0.1875,0.1612903225806451,0.0187449062754686,0.7006472491909386,0.2340425531914893,0.2076190476190476,0.1176470588235294,0.1995665844762078,0.4699938233477455,0.2703727631255339,0.2401970070089032,0.3159828274845682,0.6304347826086957,1.0,0.1483675703522441,0.7711654377297098,0.3214417065097462,0.6348058842567836,1.0,0.888962326503635,0.5494505494505495,0.7727272727272727,0.1578671697378576,0.3700779630908911,0.760245074125828,0.4545454545454545,0.9948979591836736,0.670682517872129,0.4878048780487804,0.4259007169434612,0.2583115323183603,0.6648327448668898,0.2403846153846153,0.016,0.6012628105466891,0.2631578947368421,0.2937259201799315,0.7482740168716164,0.4736842105263157,0.3570877326180454,1.0,0.3131305188709484,0.2025627425253343,0.1647727272727272,0.1612629803384112,0.0,0.2432940394894129,0.1,0.3328817043543262,0.836104513064133,0.2191281771264902,0.0,0.6382978723404256,0.5562130177514792,0.3691588785046728,0.1212121212121212,0.7743026204564666,0.5523669663897115,0.1915609178229014,1.0,0.4304392214399775,0.6000000000000001,0.44375,0.1719792438843587,1.0,0.0
1,0.1451229183187946,0.4662820767853591,0.5,0.1303766734234735,0.2553585799621414,0.3465160075329567,0.1176470588235294,0.333792148611803,0.674690007293946,0.7504415219217776,0.25,0.2314814814814814,0.4411764705882353,0.4166666666666666,0.1935483870967742,0.0309698451507742,0.1925566343042071,0.1063829787234042,0.2069841269841269,0.1176470588235294,0.1292566420252536,0.2730821494749845,0.1687289546919301,0.1979541579844667,0.279252440248617,0.6014492753623188,0.53125,0.3010496490437246,0.4733910928405006,0.1860978300845899,0.3834504974817102,0.4351851851851851,0.2934567085261071,0.3186813186813187,0.1818181818181818,0.041253073701629,0.2319155235369584,0.3547343790049858,0.2272727272727272,0.2806122448979591,0.5786997255678825,0.065040650406504,0.367608675923405,0.2059316938204706,0.3351952319203601,0.1875,0.048,0.3775740076783958,0.1926315789473684,0.3973449814831889,0.3513136357913293,0.2631578947368421,0.0504761865032517,0.7333333333333333,0.1656079782459833,0.2025951257642165,0.1136363636363636,0.2084233830583522,0.12,0.2238767954894916,0.0,0.0644272098673144,0.4774346793349169,0.3480136060913641,0.0,0.1063829787234042,0.6749506903353056,0.133066310636404,0.1818181818181818,0.9923922231614538,0.6596183775924904,0.3498581084584184,0.7500128598617992,0.4793999398586545,0.6000000000000001,0.375,0.3713862120088954,0.35765595463138,0.0
2,0.0983346550356859,0.1094091903719912,0.125,0.0594524758871093,0.0601940537048162,0.0866290018832391,0.0,0.0,0.2066010211524435,0.0917679738001749,0.125,0.1666666666666666,0.4705882352941176,0.2395833333333333,0.0967741935483871,0.0016299918500407,0.1909385113268608,0.5106382978723404,0.0,0.0,0.1455168493716438,0.2487747992588017,0.1194783688409701,0.024436446296647,0.0026912151049787,0.3405797101449275,0.3125,0.0402472792839204,0.0,0.033835969106289,0.1090455615040474,0.1435185185185185,0.1110376734963648,0.1208791208791209,0.0909090909090909,0.0,0.0296062370472712,0.2692286448988367,0.0818181818181818,0.0204081632653061,0.0470023811666862,0.1029810298102981,0.0,0.1739297650943626,0.0,0.1538461538461538,0.0,0.0571120347748833,0.0347368421052631,0.1710467301422404,0.2169282746464095,0.3157894736842105,0.0428296699858583,0.2666666666666666,0.0737953085751696,0.0,0.2386363636363636,0.0584049338463971,0.04,0.1368659306730993,0.0,0.0241310035507381,0.242874109263658,0.123354171474552,0.25,0.0,0.2335305719921104,0.0,0.2727272727272727,0.2383770076077768,0.021061927041914,0.1565125820934603,0.0913393117401965,0.1051562319543989,0.2,0.0,0.1265085248332098,0.0952741020793951,0.0
3,0.429817605075337,0.4257012134473841,0.0,0.4015398837235203,0.3534206877269343,0.1016949152542372,0.1764705882352941,0.2297983806884998,0.1458789204959883,0.4315941084686475,0.75,0.5185185185185185,0.8823529411764706,0.4895833333333333,0.1612903225806451,0.0146699266503667,0.4724919093851132,0.6063829787234042,0.2263492063492063,0.2352941176470588,0.5800975324156659,0.6847436689314391,0.5657327847400491,0.0793710930100397,0.0537388666994169,0.4565217391304348,0.3125,0.0906690707708159,0.4895849307728988,0.2879735196763516,0.4586743251060887,0.5092592592592592,0.7851949768671513,0.5494505494505495,0.5909090909090909,0.2082353186568184,0.5082404026448237,0.7829003745566094,0.1454545454545454,0.4948979591836734,0.2834690046601358,0.5311653116531165,0.457482530175152,0.6478596736951321,0.3826552447908685,0.3846153846153846,0.0266666666666666,0.2458990386140813,0.1052631578947368,0.3836335952855455,0.7363809963486803,0.3157894736842105,0.2263794390885919,0.3333333333333333,0.496583939969739,0.2841908377767231,0.5397727272727273,0.1661483316641189,0.12,0.4514350454045495,0.4,0.2402121098860025,0.8503562945368172,0.5176146377807984,0.0,0.6523404255319148,0.5036134122287969,0.4123275478415665,0.1818181818181818,0.6999154691462383,0.0586289500261017,0.3026682066102579,0.4315941084686475,0.5073881350434007,0.4,0.5953125000000001,0.3498888065233506,0.1357277882797731,0.0
4,0.274385408406027,0.2858563755719117,0.0,0.2364622546944958,0.1841847741896482,0.3239171374764595,0.088235294117647,0.1204549937111519,0.1794310722100656,0.2775243908712127,0.125,0.3518518518518518,0.6176470588235294,0.3541666666666666,0.2580645161290322,0.0293398533007334,0.2661812297734628,0.2765957446808511,0.2241269841269841,0.2058823529411764,0.2926962791463029,0.356886967263743,0.3144388386464168,0.0755824966849782,0.0514748285952284,0.0942028985507246,0.0625,0.136293386567068,0.1857401210394557,0.0809121000367782,0.1269311048868893,0.199074074074074,0.4514210178453403,0.4505494505494506,0.5909090909090909,0.1827418461445758,0.5921247409454258,0.3348572468022126,0.1636363636363636,0.2397959183673469,0.1253586670877455,0.4796747967479675,0.2463925946093112,0.3080365022896447,0.1856766524066505,0.2403846153846153,0.0226666666666666,0.1493796998445283,0.1578947368421052,0.2301896984904194,0.3674927603139296,0.8421052631578947,0.1348131338202964,0.0666666666666666,0.1985043693896179,0.2391334691940482,0.3409090909090909,0.1215539507669601,0.0,0.2803224873470651,0.3,0.0982993832928424,0.3942992874109263,0.3905797070505525,0.0,0.482127659574468,0.4449704142011834,0.2373164218958611,0.6060606060606061,0.2451394759087066,0.0464318646416252,0.1950444586975455,0.2770957288112343,0.2674845525282753,0.2,0.221875,0.1260192735359525,0.0257088846880907,0.0
5,0.591593973037272,0.7705709170479411,0.0,0.4076804847080836,0.3997294734177407,0.2862523540489642,0.3823529411764705,0.2669064665647083,0.4711889132020423,0.509782068208707,0.625,1.0,0.7647058823529411,0.5833333333333333,0.3870967741935484,0.0391198044009779,1.0,1.0,0.5480380952380952,0.2058823529411764,0.8244235030052471,0.9037924644842494,0.6556857518396415,0.0937677590452737,0.0960148657596275,0.891304347826087,0.4375,0.1236718397836306,0.572965618107028,0.3012136815005516,0.6191293438739155,0.4629629629629629,1.0,0.6483516483516484,0.6363636363636364,0.3205618761341698,0.8240402644823842,1.0,0.3363636363636363,0.5867346938775511,0.3862337913693058,1.0,0.6614320718758508,0.9546519754374434,0.4216849092183503,0.6923076923076923,0.0,0.2998381825681378,0.3505263157894737,0.4713494546954719,1.0,0.631578947368421,0.2822786869516972,0.4,0.6754174214316523,0.2890388319700734,0.6704545454545454,0.2459016393442623,0.24,0.5324458728910467,0.1,0.431765090637264,1.0,0.7177434132975575,0.75,1.0,0.9233372781065088,0.6622162883845126,0.5757575757575758,0.926458157227388,0.1197753784755594,0.5152466969416447,0.508710413058761,0.5872003220248179,1.0,0.609375,0.4255003706449221,0.2011342155009451,0.0
6,0.2997620935765266,0.2701412373184802,0.0,0.2519842737175061,0.1671672919760153,0.0188323917137476,0.1764705882352941,0.1204729828017391,0.2399708242159008,0.1873253202105587,0.625,0.2685185185185185,0.5,0.4375,0.064516129032258,0.0081499592502037,0.3980582524271844,0.2127659574468085,0.1447619047619047,0.088235294117647,0.2814578501912552,0.3353922174181593,0.3374226823781266,0.0598598219359727,0.0859334885409769,0.463768115942029,0.46875,0.0177088028849249,0.3025149338696588,0.1592497241632953,0.3445306588264458,0.4537037037037036,0.4864507600793126,0.4285714285714286,0.6818181818181818,0.0643710180934127,0.3157998618375603,0.4876373167525198,0.1818181818181818,0.4795918367346938,0.2773421104835478,0.4715447154471544,0.13267991650785,0.4435065503499403,0.262520708056721,0.2211538461538461,0.0,0.1221562966018339,0.0263157894736842,0.3184145402392432,0.4096350778528561,0.8421052631578947,0.1116608333993834,0.3333333333333333,0.3224535167093493,0.1428212501046872,0.3068181818181818,0.1276685467292183,0.16,0.2830554155684493,0.0,0.0,0.330166270783848,0.2840047848942011,0.25,0.3829787234042553,0.4812623274161735,0.3575878949710725,0.0303030303030303,0.2890955198647505,0.0726116887108656,0.3073569207301863,0.1873253202105587,0.3022980408760216,0.6000000000000001,0.1859375,0.1742031134173461,0.1648393194706994,0.0
7,0.253766851704996,0.235062661627213,0.125,0.1379892188091684,0.1574457152140976,0.0,0.3235294117647058,0.1539933020187987,0.0971918307804522,0.1455993552922617,0.25,0.25,0.3235294117647058,0.2916666666666666,0.0967741935483871,0.0114099429502852,0.255663430420712,0.0,0.0685714285714285,0.1764705882352941,0.2570833620388972,0.3517148857319332,0.2838333575182348,0.0600492517522257,0.061036758580918,0.3043478260869565,0.625,0.1110824908236203,0.3174287114987209,0.1114380286870172,0.2319251229173095,0.4027777777777777,0.3450099140779907,0.4505494505494506,0.4545454545454545,0.2042189379419351,0.3108654889963486,0.3777948289690185,0.0181818181818181,0.336734693877551,0.2366883736825523,0.3062330623306233,0.2384681005535893,0.2639915159012274,0.2860717360055553,0.2019230769230769,0.0079999999999999,0.241139702382841,0.2105263157894736,0.3151572682859413,0.3650008393838922,0.5789473684210527,0.1218103013136323,0.1333333333333333,0.2897101605618259,0.0341699003377906,0.1931818181818181,0.0612513836908966,0.04,0.3071133766723504,0.0,0.119522051952906,0.2565320665083135,0.2437006102912358,0.25,0.4042553191489361,0.3412228796844181,0.3206497552291944,0.1212121212121212,0.2755705832628909,0.0583020681377977,0.2435603445830299,0.1451706932322833,0.2681923712742006,0.2,0.1140625,0.2134914751667901,0.1043478260869565,0.0
8,0.324345757335448,0.5820568927789935,0.0,0.1151812086516828,0.1105871862590632,0.0527306967984934,0.1176470588235294,0.1038301836750858,0.2066010211524435,0.2300457811080056,0.25,0.2592592592592592,0.5,0.53125,0.1612903225806451,0.0415647921760391,0.3155339805825243,0.1702127659574468,0.1623238095238095,0.2058823529411764,0.3960917386910151,0.4079061148857319,0.3409938604823126,0.1013449516953968,0.1179367350861829,0.7149275362318841,0.40625,0.1083778736557408,0.2256745005234963,0.0945200441338727,0.1955626665418237,0.162037037037037,0.4322538003965631,0.0989010989010989,0.5,0.1195481629635466,0.4046185729793743,0.2770118154833269,0.3,0.1683673469387754,0.2227325123385938,0.3306233062330623,0.1016716580451946,0.4646981414485249,0.1572138626339034,0.2884615384615385,0.0493333333333333,0.3119903544119047,0.1052631578947368,0.4093599883386267,0.3472059008687624,0.631578947368421,0.0,0.0666666666666666,0.3395140620794644,0.2853075011864548,0.4375,0.1984080965684466,0.24,0.3569946230085286,0.1,0.02763502149131,0.6235154394299288,0.4532732950286821,1.0,0.1702127659574468,0.3988165680473373,0.4149977748108589,0.1969696969696969,0.41927303465765,0.0583020681377977,0.3020820052569813,0.2300457811080056,0.3014294106541088,0.0,0.2,0.2653817642698294,0.0094517958412098,0.0
9,0.2902458366375892,0.4306743584642928,0.0,0.1366304323613926,0.1063517072267624,0.0564971751412429,0.2058823529411764,0.0754930520696599,0.1701312910284463,0.1722878551465166,0.0,0.3796296296296296,0.8529411764705882,0.6666666666666666,0.1290322580645161,0.0016299918500407,0.3365695792880259,0.2765957446808511,0.266031746031746,0.1764705882352941,0.3900151024845144,0.486168252007412,0.3005445319445921,0.0522826292858495,0.061912471432538,0.533768115942029,0.53125,0.1370983321527464,0.1355918936090016,0.229863920559029,0.1367697090120943,0.3009259259259259,0.3423661599471249,0.1208791208791209,0.2272727272727272,0.2784188484830224,0.4292904371854337,0.355577751502774,0.1727272727272727,0.1530612244897959,0.1522457567374783,0.1409214092140921,0.2468463562936745,0.4465919380970763,0.0783500454553103,0.2596153846153846,0.0133333333333333,0.1697496589142367,0.0,0.3492616651797662,0.4789262181558736,0.4210526315789473,0.120700659527693,0.0,0.2779479637113708,0.1530063370648502,0.5965909090909092,0.122081071108534,0.04,0.4205875857617174,0.2,0.1397635955896093,0.6460807600950119,0.3753460981259783,0.0,0.2268085106382978,0.3948717948717948,0.2594570538495772,0.1515151515151515,0.4733727810650887,0.0265896461381588,0.3749733026083719,0.171644862056549,0.4444114307179524,0.4,0.34115625,0.4558932542624166,0.0525519848771266,0.0
